primaryTitle,startYear,averageRating,directors,genres,numVotes,originalTitle,runtimeMinutes,tconst,writers
All Quiet on the Western Front,1930,8.1,nm0587277,"Drama,War",63575,All Quiet on the Western Front,152,tt0020629,"nm0718871,nm0027173,nm0007973,nm0028636,nm0837989,nm0031033,nm0587277"
City Lights,1931,8.5,nm0000122,"Comedy,Drama,Romance",186057,City Lights,87,tt0021749,"nm0000122,nm0139714,nm0188357"
M,1931,8.3,nm0000485,"Crime,Mystery,Thriller",159403,M - Eine Stadt sucht einen Mörder,117,tt0022100,"nm0902376,nm0000485,nm0414825"
I Am a Fugitive from a Chain Gang,1932,8.2,nm0503777,"Crime,Drama,Film-Noir",13534,I Am a Fugitive from a Chain Gang,92,tt0023042,"nm0122859,nm0337914,nm0391763,nm0316807"
Trouble in Paradise,1932,8.0,nm0523932,"Comedy,Crime,Romance",15076,Trouble in Paradise,83,tt0023622,"nm0710723,nm0428177,nm0015801"
It Happened One Night,1934,8.1,nm0001008,"Comedy,Romance",105247,It Happened One Night,105,tt0025316,"nm0728307,nm0011343"
Napoléon Bonaparte,1935,8.0,nm0304098,"Biography,Drama",139,Napoléon Bonaparte,140,tt0025556,nm0304098
Modern Times,1936,8.5,nm0000122,"Comedy,Drama,Romance",244158,Modern Times,87,tt0027977,nm0000122
My Man Godfrey,1936,8.0,nm0478441,"Comedy,Drama,Romance",24429,My Man Godfrey,94,tt0028010,"nm0753452,nm0368719,nm0015399,nm0478441,nm0696190"
Captains Courageous,1937,8.0,nm0281808,"Adventure,Drama,Family",10091,Captains Courageous,117,tt0028691,"nm0456017,nm0536941,nm0175091,nm0886861,nm0453311"
The Grand Illusion,1937,8.1,nm0719756,"Drama,War",37170,La grande illusion,113,tt0028950,"nm0816458,nm0719756"
Make Way for Tomorrow,1937,8.2,nm0564970,"Drama,Romance",8732,Make Way for Tomorrow,91,tt0029192,"nm0217568,nm0492854,nm0495259,nm0495270,nm0732209"
Gone with the Wind,1939,8.2,"nm0281808,nm0002030,nm0939992","Drama,Romance,War",317606,Gone with the Wind,238,tt0031381,"nm0593565,nm0397608,nm0308177,nm0372942,nm0842485,nm0886668"
Mr. Smith Goes to Washington,1939,8.1,nm0001008,"Comedy,Drama",116695,Mr. Smith Goes to Washington,129,tt0031679,"nm0118227,nm0287931,nm0175333"
The Wizard of Oz,1939,8.1,"nm0896542,nm0002030,nm0281808,nm0861703,nm0851537,nm0503777","Adventure,Family,Fantasy",402974,The Wizard of Oz,102,tt0032138,"nm0486538,nm0753249,nm0941138,nm0000875,nm0006085,nm0106505,nm0134284,nm0276252,nm0355095,nm0361971,nm0388755,nm0481618,nm0536941,nm0542534,nm0591774,nm0621790,nm0685265,nm0780833,nm0799015"
You're Missing the Point,1940,8.0,nm0124571,Comedy,1377,Ahí está el detalle,112,tt0032186,"nm0124571,nm0350927"
The Grapes of Wrath,1940,8.1,nm0000406,Drama,94307,The Grapes of Wrath,129,tt0032551,"nm0425913,nm0825705"
The Great Dictator,1940,8.4,nm0000122,"Comedy,Drama,War",225433,The Great Dictator,125,tt0032553,nm0000122
Rebecca,1940,8.1,nm0000033,"Drama,Film-Noir,Mystery",138578,Rebecca,130,tt0032976,"nm0238898,nm0792845,nm0365661,nm0531878,nm0389580"
The Shop Around the Corner,1940,8.0,nm0523932,"Comedy,Drama,Romance",34715,The Shop Around the Corner,99,tt0033045,"nm0710723,nm0529450,nm0372942"
Citizen Kane,1941,8.3,nm0000080,"Drama,Mystery",444342,Citizen Kane,119,tt0033467,"nm0542534,nm0000080,nm0002144,nm0219670,nm0448809"
The Maltese Falcon,1941,8.0,nm0001379,"Crime,Film-Noir,Mystery",160057,The Maltese Falcon,100,tt0033870,"nm0001379,nm0358591"
Casablanca,1942,8.5,nm0002031,"Drama,Romance,War",574078,Casablanca,102,tt0034583,"nm0258493,nm0258525,nm0462321,nm0122417,nm0019706,nm0732452"
To Be or Not to Be,1942,8.2,nm0523932,"Comedy,Romance,War",38269,To Be or Not to Be,99,tt0035446,"nm0501872,nm0562372,nm0523932"
Henry Aldrich Swings It,1943,8.3,nm0071796,"Comedy,Family",110,Henry Aldrich Swings It,64,tt0035985,"nm0123754,nm0093430,nm0504054"
The Life and Death of Colonel Blimp,1943,8.0,"nm0003836,nm0696247","Drama,Romance,War",15213,The Life and Death of Colonel Blimp,163,tt0036112,"nm0003836,nm0696247"
The Ox-Bow Incident,1942,8.0,nm0920074,"Drama,Western",23767,The Ox-Bow Incident,75,tt0036244,"nm0873707,nm0888099"
Day of Wrath,1943,8.1,nm0003433,"Drama,History",10464,Vredens dag,97,tt0036506,"nm0003433,nm0461743,nm0478479,nm0804736,nm0927558"
Double Indemnity,1944,8.3,nm0000697,"Crime,Drama,Film-Noir",158798,Double Indemnity,107,tt0036775,"nm0000697,nm0151452,nm0128906"
The Best Years of Our Lives,1946,8.1,nm0943758,"Drama,Romance,War",65556,The Best Years of Our Lives,170,tt0036868,"nm0792845,nm0437969"
Marriage,1944,8.1,nm0029363,Comedy,340,Svadba,64,tt0037332,"nm0155009,nm0029363"
Brief Encounter,1945,8.0,nm0000180,"Drama,Romance",40884,Brief Encounter,86,tt0037558,"nm0002021,nm0369743,nm0000180,nm0623768"
Children of Paradise,1945,8.3,nm0138893,"Drama,Romance",20214,Les enfants du paradis,189,tt0037674,nm0699535
A Tree Grows in Brooklyn,1945,8.0,nm0001415,"Drama,Family,Romance",7967,A Tree Grows in Brooklyn,129,tt0038190,"nm0805756,nm0204608,nm0807441,nm0002616"
Visul unei nopti de iarna,1946,8.2,nm0313695,Comedy,103,Visul unei nopti de iarna,58,tt0038224,"nm0313695,nm0615543"
It's a Wonderful Life,1946,8.6,nm0001008,"Drama,Family,Fantasy",464488,It's a Wonderful Life,130,tt0038650,"nm0329304,nm0352443,nm0001008,nm0842485,nm0827821,nm0933858"
Stairway to Heaven,1946,8.0,"nm0003836,nm0696247","Drama,Fantasy,Romance",22629,A Matter of Life and Death,104,tt0038733,"nm0003836,nm0696247"
"Rome, Open City",1945,8.0,nm0744023,"Drama,Thriller,War",27070,Roma città aperta,103,tt0038890,"nm0024847,nm0000019,nm0744023,nm0175924"
Shoeshine,1946,8.0,nm0001120,Drama,7560,Sciuscià,87,tt0038913,"nm0024847,nm0290000,nm0899170,nm0953790"
Out of the Past,1947,8.0,nm0869664,"Crime,Drama,Film-Noir",38119,Out of the Past,97,tt0039689,"nm0537784,nm0128906,nm0272045"
Bicycle Thieves,1948,8.3,nm0001120,Drama,164985,Ladri di biciclette,89,tt0040522,"nm0953790,nm0059030,nm0080755,nm0147599,nm0001120,nm0290000,nm0315657,nm0346291"
The Red Shoes,1948,8.1,"nm0003836,nm0696247","Drama,Music,Romance",35903,The Red Shoes,135,tt0040725,"nm0026153,nm0696247,nm0935773,nm0003836"
The Treasure of the Sierra Madre,1948,8.2,nm0001379,"Adventure,Drama,Western",126124,The Treasure of the Sierra Madre,126,tt0040897,"nm0001379,nm0871252"
Los tres huastecos,1948,8.1,nm0735879,"Comedy,Drama",756,Los tres huastecos,120,tt0040898,"nm0327950,nm0735879"
Late Spring,1949,8.2,nm0654868,Drama,17481,Banshun,108,tt0041154,"nm0386426,nm0633792,nm0654868"
The Heiress,1949,8.1,nm0943758,"Drama,Romance",16128,The Heiress,115,tt0041452,"nm0324537,nm0324499,nm0416556"
Kind Hearts and Coronets,1949,8.0,nm0357607,"Comedy,Crime",37860,Kind Hearts and Coronets,106,tt0041546,"nm0395170,nm0357607,nm0226538,nm0593867"
La oveja negra,1949,8.0,nm0735879,"Comedy,Drama,Music",379,La oveja negra,104,tt0041725,"nm0327950,nm0735879"
The Third Man,1949,8.1,nm0715346,"Film-Noir,Mystery,Thriller",173199,The Third Man,104,tt0041959,"nm0001294,nm0000080,nm0466099,nm0715346"
White Heat,1949,8.1,nm0909825,"Action,Crime,Drama",33550,White Heat,114,tt0042041,"nm0324578,nm0730850,nm0446132"
All About Eve,1950,8.2,nm0000581,Drama,132504,All About Eve,138,tt0042192,"nm0000581,nm0650581"
The Magic Sword,1950,8.0,nm0620929,"Adventure,Fantasy",417,Cudotvorni mac,101,tt0042359,"nm0229228,nm0620929"
One Day of Life,1950,8.1,nm0273477,"Drama,Romance,War",138,Un día de vida,95,tt0042396,"nm0273477,nm0535796"
The Young and the Damned,1950,8.3,nm0000320,"Crime,Drama",20756,Los olvidados,85,tt0042804,"nm0017274,nm0041255,nm0000320,nm0488601,nm0211993"
Rashomon,1950,8.2,nm0000041,"Crime,Drama,Mystery",170132,Rashômon,88,tt0042876,"nm0015611,nm0000041,nm0368074"
The King of the Neighborhood,1950,8.0,nm0554924,"Comedy,Crime,Romance",492,El rey del barrio,100,tt0042888,"nm0306238,nm0554924"
Sunset Blvd.,1950,8.4,nm0000697,"Drama,Film-Noir",223564,Sunset Blvd.,110,tt0043014,"nm0102818,nm0000697,nm0551261"
A.T.M.: ¡¡A toda máquina!!,1951,8.0,nm0735879,"Comedy,Drama",784,A.T.M.: ¡¡A toda máquina!!,120,tt0043253,"nm0735879,nm0211993"
Early Summer,1951,8.1,nm0654868,Drama,8799,Bakushû,125,tt0043313,"nm0633792,nm0654868"
Ace in the Hole,1951,8.1,nm0000697,"Drama,Film-Noir",36646,Ace in the Hole,111,tt0043338,"nm0000697,nm0760488,nm0628305,nm0221528"
The Browning Version,1951,8.1,nm0002190,Drama,5072,The Browning Version,90,tt0043362,nm0711905
The Emperor and the Golem,1952,8.1,nm0294758,"Comedy,Fantasy",1385,Císaruv pekar - Pekaruv císar,144,tt0043411,"nm0106404,nm0294758,nm0921276"
Forbidden Games,1952,8.0,nm0167496,"Comedy,Drama,War",12470,Jeux interdits,86,tt0043686,"nm0102030,nm0042179,nm0098204,nm0167496"
Pathala Bhairavi,1951,8.5,nm0714762,"Action,Adventure,Family",741,Pathala Bhairavi,192,tt0043908,"nm0710589,nm0714762,nm0710563"
A Christmas Carol,1951,8.1,nm0221423,"Drama,Family,Fantasy",24068,Scrooge,86,tt0044008,"nm0002042,nm0486538"
Two Careful Fellows,1953,8.0,nm0735879,"Comedy,Musical,Romance",903,Dos tipos de cuidado,111,tt0044560,"nm0735879,nm0649651"
High Noon,1952,8.0,nm0003593,"Drama,Thriller,Western",105418,High Noon,85,tt0044706,"nm0286025,nm0192356"
Ikiru,1952,8.3,nm0000041,Drama,79687,Ikiru,143,tt0044741,"nm0000041,nm0368074,nm0644823"
Limelight,1952,8.0,nm0000122,"Drama,Music,Romance",20827,Limelight,137,tt0044837,nm0000122
Nagarik,1977,8.0,nm0315547,Drama,220,Nagarik,127,tt0044952,nm0315547
The Life of Oharu,1952,8.1,nm0003226,Drama,7142,Saikaku ichidai onna,148,tt0045112,"nm0407294,nm0003226,nm0406808"
Singin' in the Rain,1952,8.3,"nm0002045,nm0000037","Comedy,Musical,Romance",244538,Singin' in the Rain,103,tt0045152,"nm0173679,nm0337582"
Umberto D.,1952,8.2,nm0001120,Drama,26327,Umberto D.,89,tt0045274,nm0953790
Do Bigha Zamin,1953,8.3,nm0746950,Drama,2087,Do Bigha Zamin,131,tt0045693,"nm0006005,nm0536819,nm0611531"
Roman Holiday,1953,8.0,nm0943758,"Comedy,Romance",140018,Roman Holiday,118,tt0046250,"nm0874308,nm0402848,nm0226538"
The Wages of Fear,1953,8.2,nm0167241,"Adventure,Drama,Thriller",62069,Le salaire de la peur,131,tt0046268,"nm1064118,nm0167241,nm0350823"
O scrisoare pierduta,1954,8.4,"nm0018897,nm0407743",Comedy,336,O scrisoare pierduta,135,tt0046283,nm0135905
Sharey Chuattar,1953,8.3,nm0223354,"Comedy,Romance",405,Sharey Chuattar,98,tt0046304,"nm0080346,nm0223354"
Stalag 17,1953,8.0,nm0000697,"Comedy,Drama,War",56431,Stalag 17,120,tt0046359,"nm0000697,nm0089637,nm0079654,nm0874522"
Tokyo Story,1953,8.2,nm0654868,Drama,62765,Tôkyô monogatari,136,tt0046438,"nm0633792,nm0654868"
Ugetsu,1953,8.2,nm0003226,"Drama,Fantasy,War",23995,Ugetsu monogatari,96,tt0046478,"nm0875306,nm0879907,nm0442736,nm0406808,nm1218390"
Vesna,1953,8.1,nm0134898,"Comedy,Music,Romance",585,Vesna,96,tt0046504,"nm0095913,nm0134898"
A Story from Chikamatsu,1954,8.0,nm0003226,"Drama,History,Romance",4577,Chikamatsu monogatari,102,tt0046851,"nm13302333,nm0157399,nm0442736,nm0406808"
Diabolique,1955,8.1,nm0167241,"Crime,Drama,Horror",66580,Les diaboliques,117,tt0046911,"nm0092267,nm0092268,nm0167241,nm0350823,nm0557510,nm0340190"
Dial M for Murder,1954,8.2,nm0000033,"Crime,Thriller",177665,Dial M for Murder,105,tt0046912,nm0461425
School for Tramps,1955,8.1,nm0327950,"Comedy,Drama",686,Escuela de vagabundos,99,tt0046961,"nm0422382,nm0556430,nm0297414"
Twenty-Four Eyes,1954,8.0,nm0455839,Drama,2612,Nijûshi no hitomi,156,tt0047281,"nm0455839,nm0875199"
On the Waterfront,1954,8.1,nm0001415,"Crime,Drama,Thriller",156533,On the Waterfront,108,tt0047296,"nm0775977,nm0425711,nm0802563"
Rear Window,1954,8.5,nm0000033,"Mystery,Thriller",493917,Rear Window,112,tt0047396,"nm0371088,nm0941280"
Sansho the Bailiff,1954,8.4,nm0003226,Drama,16881,Sanshô dayû,124,tt0047445,"nm0605286,nm0297687,nm0406808"
Seven Samurai,1954,8.6,nm0000041,"Action,Drama",347532,Shichinin no samurai,207,tt0047478,"nm0000041,nm0368074,nm0644823"
La strada,1954,8.0,nm0000019,Drama,63886,La strada,108,tt0047528,"nm0000019,nm0684083,nm0280919"
Rififi,1955,8.1,nm0202088,"Crime,Drama,Thriller",35025,Du rififi chez les hommes,118,tt0048021,"nm0494138,nm0202088,nm0923941"
The Night of the Hunter,1955,8.0,nm0001452,"Crime,Drama,Film-Noir",90704,The Night of the Hunter,92,tt0048424,"nm0344181,nm0012938,nm0001452"
Ordet,1955,8.3,nm0003433,Drama,16210,Ordet,126,tt0048452,"nm0612924,nm0003433"
Pather Panchali,1955,8.3,nm0006249,Drama,33749,Pather Panchali,125,tt0048473,"nm0051808,nm0006249"
Sanshiro Sugata,1955,8.0,nm0849060,"Action,Drama",105,Sugata Sanshirô,\N,tt0048583,"nm0000041,nm0866744"
The Unknown Soldier,1955,8.0,nm0481838,"Drama,War",7548,Tuntematon sotilas,177,tt0048752,"nm0513028,nm0627285"
Aparajito,1956,8.3,nm0006249,Drama,14713,Aparajito,110,tt0048956,"nm0051808,nm0006249,nm5581192"
The Burmese Harp,1956,8.0,nm0406728,"Drama,Music,War",6059,Biruma no tategoto,116,tt0049012,"nm0847633,nm0905271"
Stay Alert,1956,8.2,"nm0596237,nm0593963","Comedy,Drama",1021,Jagte Raho,153,tt0049378,"nm0007815,nm0596237,nm0593963"
The Killing,1956,8.0,nm0000040,"Crime,Drama,Film-Noir",91010,The Killing,84,tt0049406,"nm0000040,nm0860292,nm0925137"
A Man Escaped,1956,8.3,nm0000975,"Drama,Thriller,War",22861,Un condamné à mort s'est échappé ou Le vent souffle où il veut,101,tt0049902,"nm0222519,nm0000975"
12 Angry Men,1957,9.0,nm0001486,"Crime,Drama",792687,12 Angry Men,96,tt0050083,nm0741627
The Bridge on the River Kwai,1957,8.2,nm0000180,"Adventure,Drama,War",222526,The Bridge on the River Kwai,161,tt0050212,"nm0099541,nm0286025,nm0933858"
Do Ankhen Barah Haath,1957,8.4,nm0788391,"Comedy,Crime,Drama",1831,Do Ankhen Barah Haath,143,tt0050322,nm0534848
Doua lozuri,1957,8.3,"nm0586233,nm0619321",Comedy,456,Doua lozuri,58,tt0050332,"nm0135905,nm0313695,nm0586233,nm0619321"
A Face in the Crowd,1957,8.2,nm0001415,"Drama,Music",16067,A Face in the Crowd,126,tt0050371,nm0775977
Throne of Blood,1957,8.1,nm0000041,"Drama,History",52879,Kumonosu-jô,110,tt0050613,"nm0644823,nm0368074,nm0452878,nm0000041,nm0000636"
The Cranes Are Flying,1957,8.3,nm0435563,"Drama,Romance,War",18074,Letyat zhuravli,95,tt0050634,nm0747657
Nights of Cabiria,1957,8.1,nm0000019,Drama,49661,Le notti di Cabiria,110,tt0050783,"nm0000019,nm0280919,nm0684083,nm0001596,nm0740021"
Paths of Glory,1957,8.4,nm0000040,"Drama,War",198942,Paths of Glory,88,tt0050825,"nm0000040,nm0932229,nm0860292,nm0167767"
Thirst,1957,8.3,nm0244870,"Drama,Musical,Romance",6694,Pyaasa,146,tt0050870,"nm0023551,nm8859896"
The Seventh Seal,1957,8.1,nm0000005,"Drama,Fantasy",186905,Det sjunde inseglet,96,tt0050976,nm0000005
Wild Strawberries,1957,8.1,nm0000005,"Drama,Romance",108520,Smultronstället,91,tt0050986,nm0000005
Sweet Smell of Success,1957,8.0,nm0533241,"Drama,Film-Noir",32943,Sweet Smell of Success,96,tt0051036,"nm0644048,nm0499626,nm0533241"
Tokyo Twilight,1957,8.1,nm0654868,Drama,4274,Tôkyô boshoku,140,tt0051093,"nm0633792,nm0654868"
Witness for the Prosecution,1957,8.4,nm0000697,"Crime,Drama,Mystery",126874,Witness for the Prosecution,116,tt0051201,"nm0002005,nm0000697,nm0475823,nm0546140"
Bari Theke Paliye,1958,8.1,nm0315547,Drama,244,Bari Theke Paliye,124,tt0051399,"nm0149827,nm0315547"
D-ale carnavalului,1958,8.1,"nm0586233,nm0619321",Comedy,284,D-ale carnavalului,77,tt0051509,nm0135905
H-8...,1958,8.4,nm0849416,"Drama,Thriller",1530,H-8...,105,tt0051693,"nm0075444,nm0125182,nm0849416"
Hello London,1960,8.6,nm0809967,"Comedy,Musical",188,Hello London,78,tt0051715,"nm0257700,nm0765109,nm0288708,nm0255425"
The Hidden Fortress,1958,8.1,nm0000041,"Action,Adventure,Drama",39688,Kakushi-toride no san-akunin,139,tt0051808,"nm0452878,nm0644823,nm0368074,nm0000041"
Life Is a Circus,1960,8.1,nm0346436,Comedy,187,Life Is a Circus,84,tt0051863,"nm0346436,nm0372679,nm0912888"
We Only Live Once,1958,8.3,nm0419485,"Comedy,Drama,Romance",1720,Mia zoi tin ehoume,111,tt0051927,nm0419485
Touch of Evil,1958,8.0,nm0000080,"Crime,Drama,Film-Noir",105637,Touch of Evil,95,tt0052311,"nm0000080,nm0557767,nm0168759,nm0597574"
Vertigo,1958,8.3,nm0000033,"Mystery,Romance,Thriller",404614,Vertigo,128,tt0052357,"nm0178785,nm0853138,nm0092267,nm0092268,nm0027173"
Anatomy of a Murder,1959,8.0,nm0695937,"Drama,Mystery",67261,Anatomy of a Murder,161,tt0052561,"nm0562606,nm0871261"
The World of Apu,1959,8.5,nm0006249,Drama,15092,Apur Sansar,105,tt0052572,"nm0051808,nm0006249"
Ballad of a Soldier,1959,8.2,nm0161055,"Drama,Romance,War",10660,Ballada o soldate,88,tt0052600,"nm0161055,nm0947899"
Ben-Hur,1959,8.1,nm0943758,"Adventure,Drama",240944,Ben-Hur,212,tt0052618,"nm0908753,nm0876562,nm0000683,nm0027173,nm0067103,nm0296737"
The Bridge,1959,8.0,nm0926919,"Drama,War",7978,Die Brücke,103,tt0052654,"nm1537957,nm0543773,nm0666710,nm0926919"
The Great War,1959,8.1,nm0598102,"Comedy,Drama,War",4327,La grande guerra,137,tt0052861,"nm0408488,nm0769249,nm0898812,nm0598102"
Jazz on a Summer's Day,1959,8.0,"nm0827644,nm0042719","Documentary,Music",1730,Jazz on a Summer's Day,88,tt0052942,"nm0195331,nm0674135"
The Human Condition I: No Greater Love,1959,8.5,nm0462030,"Drama,History,War",8384,Ningen no jôken,208,tt0053114,"nm0559695,nm0462030,nm0327113"
The Human Condition II: Road to Eternity,1959,8.5,nm0462030,"Drama,History,War",6738,Ningen no jôken,181,tt0053115,"nm0559695,nm0462030,nm0327113"
Fires on the Plain,1959,8.0,nm0406728,"Drama,War",4974,Nobi,108,tt0053121,"nm0648958,nm0905271"
North by Northwest,1959,8.3,nm0000033,"Action,Adventure,Mystery",330218,North by Northwest,136,tt0053125,nm0499626
The 400 Blows,1959,8.1,nm0000076,"Crime,Drama",119418,Les quatre cents coups,99,tt0053198,"nm0000076,nm0610115"
Rio Bravo,1959,8.0,nm0001328,Western,63631,Rio Bravo,141,tt0053221,"nm0299154,nm0102824,nm0564800"
Some Like It Hot,1959,8.2,nm0000697,"Comedy,Music,Romance",269338,Some Like It Hot,121,tt0053291,"nm0000697,nm0224634,nm0858329,nm0517615"
The Destiny of a Man,1959,8.0,nm0094083,"Drama,War",3374,Sudba cheloveka,103,tt0053317,"nm0525689,nm0787665,nm0794804"
Telegrame,1960,8.2,"nm0586233,nm0619321",Comedy,169,Telegrame,76,tt0053339,"nm0135905,nm0824951"
At Five in the Afternoon,1960,8.5,nm0054219,Drama,109,A las cinco de la tarde,103,tt0053563,"nm0054219,nm0766042"
Late Autumn,1960,8.0,nm0654868,"Comedy,Drama",5600,Akibiyori,128,tt0053579,"nm1516268,nm0633792,nm0654868"
The Apartment,1960,8.3,nm0000697,"Comedy,Drama,Romance",183434,The Apartment,125,tt0053604,"nm0000697,nm0224634"
Badaranii,1960,8.2,"nm0018897,nm0619321","Comedy,History",246,Badaranii,88,tt0053624,"nm0018897,nm0325958,nm0824951"
La dolce vita,1960,8.0,nm0000019,"Comedy,Drama",74245,La dolce vita,174,tt0053779,"nm0000019,nm0280919,nm0684083,nm0740021,nm0001596"
Inherit the Wind,1960,8.1,nm0006452,"Biography,Drama,History",30750,Inherit the Wind,128,tt0053946,"nm0949917,nm0808414,nm0492823,nm0498126"
The Virgin Spring,1960,8.1,nm0000005,Drama,29826,Jungfrukällan,89,tt0053976,nm0410694
Macario,1960,8.3,nm0310449,"Drama,Fantasy,Mystery",3673,Macario,91,tt0054042,"nm0871252,nm0136061,nm0310449"
Mughal-E-Azam,1960,8.1,nm0039339,"Drama,Romance,War",8381,Mughal-E-Azam,197,tt0054098,"nm0039339,nm0023863,nm0025399,nm0729815,nm0592599"
La Notte,1961,8.0,nm0000774,Drama,21955,La notte,122,tt0054130,"nm0000774,nm0280919,nm0346096"
When a Woman Ascends the Stairs,1960,8.1,nm0621540,Drama,4503,Onna ga kaidan wo agaru toki,111,tt0054144,nm0452878
Psycho,1960,8.5,nm0000033,"Horror,Mystery,Thriller",674380,Psycho,109,tt0054215,"nm0825010,nm0088645"
Rocco and His Brothers,1960,8.2,nm0899581,"Crime,Drama,Sport",19521,Rocco e i suoi fratelli,179,tt0054248,"nm0899581,nm0147599,nm0695390,nm0275269,nm0290050,nm0575804,nm0856489"
La sombra del Caudillo,1960,8.0,nm0102749,"Drama,History,Romance",192,La sombra del Caudillo,129,tt0054321,"nm0350085,nm0102749,nm0194604"
Le Trou,1960,8.5,nm0065442,"Crime,Drama,Thriller",18642,Le trou,131,tt0054407,"nm0320510,nm0065442,nm0042159"
Higher Principle,1960,8.3,nm0470729,"Drama,War",628,Vyssí princip,104,tt0054451,"nm0470729,nm0237319"
The Bad Sleep Well,1960,8.0,nm0000041,"Crime,Drama,Thriller",12971,Warui yatsu hodo yoku nemuru,151,tt0054460,"nm0644823,nm0386750,nm0000041,nm0452878,nm0368074"
"My Son, the Hero",1961,8.0,nm0735879,"Adventure,Drama,Western",293,Los hermanos Del Hierro,95,tt0054969,"nm0307408,nm0735879"
The Hustler,1961,8.0,nm0744035,"Drama,Sport",82930,The Hustler,134,tt0054997,"nm0140987,nm0744035,nm0856677"
Judgment at Nuremberg,1961,8.3,nm0006452,"Drama,War",78550,Judgment at Nuremberg,179,tt0055031,"nm0542631,nm0001050"
Kabuliwala,1961,8.0,nm0348472,Drama,344,Kabuliwala,95,tt0055039,"nm0065991,nm0451099,nm0007173"
Happiness of Us Alone,1961,8.0,nm0559695,Drama,162,Namonaku mazushiku utsukushiku,130,tt0055217,nm0559695
The Human Condition III: A Soldier's Prayer,1961,8.8,nm0462030,"Drama,History,War",6570,Ningen no jôken,190,tt0055233,"nm0559695,nm0408350,nm0462030,nm0327113"
A Raisin in the Sun,1961,8.0,nm0677951,Drama,8876,A Raisin in the Sun,128,tt0055353,nm0360605
Saptapadi,1961,8.3,nm0438649,"Drama,Romance",452,Saptapadi,163,tt0055411,"nm0051855,nm0154117"
Through a Glass Darkly,1961,8.0,nm0000005,Drama,25819,Såsom i en spegel,90,tt0055499,nm0000005
Viridiana,1961,8.1,nm0000320,Drama,24742,Viridiana,91,tt0055601,"nm0017855,nm0000320,nm0701918"
A Difficult Life,1961,8.0,nm0728271,"Comedy,Drama,War",1834,Una vita difficile,118,tt0055602,nm0814242
Yojimbo,1961,8.2,nm0000041,"Action,Drama,Thriller",124108,Yôjinbô,110,tt0055630,"nm0000041,nm0452878"
Za dvoma zaytsiamy,1961,8.0,nm0412094,"Comedy,Musical",1059,Za dvoma zaytsiamy,77,tt0055635,"nm0412094,nm0823120"
Divorce Italian Style,1961,8.0,nm0314584,"Comedy,Drama,Romance",13145,Divorzio all'italiana,105,tt0055913,"nm0316251,nm0208086,nm0314584,nm0408488"
Girl from La Mancha,1962,8.2,nm0260474,Drama,111,Dulcinea,94,tt0055939,"nm0061586,nm0148859,nm0260474,nm0267071"
Glos z tamtego swiata,1962,8.6,nm0753873,Drama,110,Glos z tamtego swiata,86,tt0056030,"nm0277072,nm0753874"
The Naked Island,1960,8.1,nm0793881,Drama,5720,Hadaka no shima,96,tt0056049,nm0793881
Harakiri,1962,8.6,nm0462030,"Action,Drama,Mystery",58137,Seppuku,133,tt0056058,"nm0847668,nm0368074"
Ivan's Childhood,1962,8.0,"nm0001789,nm0007672","Drama,War",37286,Ivanovo detstvo,95,tt0056111,"nm1530016,nm0660353,nm0001789,nm0464846"
Lawrence of Arabia,1962,8.3,nm0000180,"Adventure,Biography,Drama",295857,Lawrence of Arabia,218,tt0056172,"nm0004122,nm0933858"
The Man Who Shot Liberty Valance,1962,8.1,nm0000406,"Drama,Western",77167,The Man Who Shot Liberty Valance,123,tt0056217,"nm0068650,nm0325135,nm0424986"
The Miracle Worker,1962,8.1,nm0671957,"Biography,Drama",19164,The Miracle Worker,106,tt0056241,"nm0317217,nm0445656"
The Given Word,1962,8.3,nm0239063,Drama,3476,O Pagador de Promessas,98,tt0056322,"nm0239063,nm0326852"
Sahib Bibi Aur Ghulam,1962,8.2,nm0023551,"Drama,Musical",1745,Sahib Bibi Aur Ghulam,152,tt0056436,"nm0023551,nm8859896,nm0593946"
Sanjuro,1962,8.0,nm0000041,"Action,Drama,Thriller",38776,Tsubaki Sanjûrô,96,tt0056443,"nm0452878,nm0644823,nm0000041,nm0945491"
An Autumn Afternoon,1962,8.1,nm0654868,Drama,9538,Sanma no aji,113,tt0056444,"nm0633792,nm0654868"
Il Sorpasso,1962,8.2,nm0728271,"Comedy,Drama",11402,Il sorpasso,105,tt0056512,"nm0728271,nm0778633,nm0531431"
To Kill a Mockingbird,1962,8.3,nm0612322,"Crime,Drama",318370,To Kill a Mockingbird,129,tt0056592,"nm0497369,nm0285210"
What Ever Happened to Baby Jane?,1962,8.0,nm0000736,"Drama,Horror,Thriller",57461,What Ever Happened to Baby Jane?,134,tt0056687,"nm0268230,nm0375355"
The Exterminating Angel,1962,8.0,nm0000320,"Drama,Fantasy",33726,El ángel exterminador,95,tt0056732,"nm0000320,nm0017274"
8½,1963,8.0,nm0000019,Drama,119256,8½,138,tt0056801,"nm0000019,nm0280919,nm0684083,nm0740021"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.4,nm0000040,"Comedy,War",493252,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,95,tt0057012,"nm0000040,nm0816143,nm0313570"
The Leopard,1963,8.0,nm0899581,"Drama,History",26591,Il gattopardo,186,tt0057091,"nm0223943,nm0147599,nm0275269,nm0575804,nm0290050,nm0899581"
